fecha,salida,llegada,ruta_id,bus_id,empleado_id
2018-09-01,10:10:18,03:31:52,19,431,22
2018-09-06,18:37:26,18:46:47,21,460,86
2019-08-09,15:33:40,00:01:08,37,406,57
2017-01-02,08:53:00,06:36:29,21,250,56
2017-08-12,02:31:05,00:20:08,28,224,73
2016-02-24,05:17:35,03:30:23,27,417,19
2019-03-09,17:41:00,12:56:59,27,359,47
2018-01-16,16:52:14,22:07:48,37,317,44
2016-09-26,03:20:12,01:30:41,31,447,26
2018-04-16,14:46:36,12:34:57,36,499,78
2017-08-24,23:14:58,13:48:26,21,211,27
2016-10-30,16:54:59,16:39:31,36,359,44
2018-07-14,19:45:17,18:20:39,38,393,3
2017-01-13,13:18:02,21:25:48,18,455,20
2015-11-30,23:37:10,04:22:28,17,229,31
2016-08-30,03:58:45,17:34:54,22,375,22
2018-01-17,00:57:26,10:51:35,28,390,44
2019-08-23,10:21:33,18:03:01,36,471,57
2016-06-04,17:10:57,07:40:49,26,321,7
2018-12-01,10:20:00,12:38:06,26,215,3
2015-11-03,00:04:34,21:19:29,22,389,18
2019-03-18,08:22:15,01:23:25,16,369,9
2017-06-20,14:44:45,07:21:49,30,401,64
2018-07-25,11:52:42,01:53:16,35,227,91
2018-10-23,01:20:38,13:51:34,26,414,62
2016-10-07,15:29:37,09:59:06,20,429,72
2019-07-15,12:27:02,01:23:16,30,442,32
2017-02-02,18:40:10,00:52:36,38,284,28
2016-12-19,11:08:00,14:19:22,33,500,26
2017-09-17,17:55:09,03:26:23,24,500,15
2016-04-07,21:47:57,01:36:41,16,248,46
2016-07-01,04:19:12,15:48:36,20,335,84
2017-12-21,12:24:54,09:26:16,29,292,20
2017-03-10,11:49:08,22:18:07,33,289,93
2018-02-20,01:34:03,03:05:02,32,300,32
2017-03-05,13:05:13,13:44:14,28,371,36
2017-03-06,05:55:21,09:49:43,31,295,68
2017-02-15,15:25:11,15:57:31,27,475,59
2018-11-12,11:06:30,10:15:55,29,370,64
2018-02-22,11:15:23,18:43:52,36,372,5
2017-12-30,23:22:36,01:57:49,29,429,91
2017-03-18,21:59:44,01:34:55,22,496,28
2017-01-08,03:02:21,01:16:18,38,216,35
2017-12-13,06:03:14,01:12:30,38,422,70
2019-10-28,06:23:46,10:48:49,34,386,85
2019-02-26,09:50:09,06:31:20,22,399,41
2017-01-08,12:22:30,01:12:54,18,237,1
2017-11-12,19:50:37,13:00:18,26,391,67
2018-08-10,11:21:41,04:57:01,29,229,73
2018-11-09,06:37:14,19:04:12,16,440,99
2019-01-03,21:15:06,07:11:01,24,245,62
2019-07-21,01:08:59,17:38:03,31,497,77
2016-12-01,02:48:05,14:09:28,16,273,17
2017-03-19,21:21:18,21:13:29,22,235,86
2017-08-01,00:37:46,18:36:49,25,407,35
2019-08-21,08:10:07,03:35:16,35,334,93
2019-07-03,08:10:22,17:30:25,35,449,93
2016-06-24,16:15:38,18:44:24,25,424,57
2017-08-31,06:37:54,11:37:30,27,384,15
2016-02-20,04:21:58,09:42:42,23,478,97
2017-07-03,16:22:47,04:04:26,27,309,17
2017-05-12,05:16:22,16:39:31,22,326,90
2016-10-01,11:39:33,14:44:57,18,256,98
2017-08-10,04:35:25,20:35:07,28,326,85
2016-08-11,01:42:11,04:10:49,22,482,92
2016-02-07,07:38:06,16:01:16,24,474,8
2018-02-15,01:40:47,03:41:51,19,254,99
2017-07-25,16:12:55,03:20:36,16,387,85
2017-12-05,11:50:02,18:53:44,30,360,52
2018-01-18,12:58:27,07:02:58,32,492,17
2018-07-14,23:02:10,10:35:42,23,216,94
2019-05-30,06:26:05,10:13:54,26,376,16
2016-09-23,22:11:39,16:48:34,33,256,39
2018-09-27,18:40:38,16:11:59,37,466,97
2015-11-20,01:00:23,05:50:30,18,368,83
2017-11-29,11:15:28,11:54:36,30,461,42
2016-12-08,12:22:48,09:36:57,27,493,96
2017-10-25,04:51:51,16:37:44,38,273,47
2019-05-17,22:55:22,16:05:00,26,478,77
2016-08-06,18:57:49,11:02:23,35,447,9
2019-09-30,15:38:06,06:13:09,33,267,9
2016-12-24,20:34:52,03:48:06,25,214,88
2019-09-26,01:01:58,16:10:37,34,455,69
2017-03-25,21:21:50,05:28:36,26,306,16
2016-04-02,05:28:20,12:47:54,35,471,74
2016-07-03,18:07:13,20:31:44,24,216,55
2016-12-03,08:12:41,17:09:51,27,455,27
2017-04-22,13:44:10,16:54:57,24,285,98
2017-04-03,03:03:12,18:54:35,38,495,10
2019-05-25,15:39:15,04:54:56,16,299,30
2018-12-20,11:17:04,13:44:31,32,245,28
2018-04-14,22:28:15,04:33:27,24,279,61
2017-02-07,09:49:27,13:37:31,21,206,53
2018-04-22,07:47:16,07:25:54,30,461,19
2018-03-17,13:52:03,02:53:55,25,340,32
2015-11-02,02:10:19,20:33:58,28,399,97
2017-11-11,09:19:46,14:00:24,29,473,73
2018-06-02,14:00:56,13:08:53,25,430,37
2019-06-07,22:59:07,10:52:36,24,334,3
2019-06-27,08:01:22,21:55:06,19,493,74
2018-08-15,03:19:02,08:24:49,26,339,79
2017-05-14,12:36:24,10:48:12,38,458,98
2019-02-19,07:27:53,01:46:44,25,312,30
2019-08-22,03:50:46,05:04:29,36,202,96
2017-06-01,15:07:41,01:22:29,37,458,84
2019-05-11,01:08:37,02:55:41,25,463,55
2016-09-17,19:20:13,04:10:23,29,460,94
2015-12-30,17:01:48,23:26:51,34,256,40
2015-11-18,09:30:41,10:26:42,20,438,78
2016-05-07,08:27:38,00:37:33,18,264,1
2019-02-28,16:46:25,05:47:15,18,208,2
2018-03-29,11:19:18,08:32:43,38,483,55
2018-02-20,00:32:23,04:18:24,27,499,88
2018-11-06,15:49:28,18:31:57,28,402,47
2016-12-04,07:22:14,09:40:13,16,450,21
2017-06-27,10:05:38,12:47:41,36,243,45
2017-09-21,11:23:41,03:22:45,38,246,67
2016-11-05,13:11:06,18:46:07,34,319,10
2019-06-03,21:16:22,13:56:39,24,380,69
2017-05-26,15:33:14,01:27:21,20,277,69
2017-02-25,11:20:55,01:03:32,20,406,7
2017-04-04,08:32:07,15:08:05,21,390,16
2016-05-29,10:16:20,04:51:19,32,373,82
2018-07-02,23:31:49,11:34:52,28,469,32
2017-10-28,13:05:25,07:22:36,19,280,3
2016-11-12,09:28:44,03:36:54,35,227,82
2017-07-22,14:54:24,07:05:31,16,458,45
2019-03-25,00:41:59,23:10:47,38,202,23
2018-04-05,22:18:38,20:23:59,37,498,13
2017-06-21,21:49:01,06:04:32,33,474,37
2019-09-17,18:20:40,14:36:00,32,385,80
2019-11-15,07:58:00,06:20:25,19,290,96
2017-08-16,11:21:57,03:21:45,37,311,18
2019-01-11,16:47:49,09:11:20,22,457,62
2018-04-19,01:31:26,05:28:10,36,447,54
2016-02-27,21:57:56,12:43:17,20,234,9
2016-10-05,19:43:25,11:35:16,16,316,66
2018-01-19,08:09:16,15:38:59,33,216,36
2016-03-31,01:14:26,10:45:56,17,265,57
2019-09-30,14:21:34,10:04:04,26,338,70
2016-05-15,10:17:51,00:52:36,37,233,97
2018-02-01,03:29:54,19:36:17,32,295,99
2018-01-05,18:04:47,18:28:01,26,498,2
2017-07-22,01:40:34,19:14:18,16,295,41
2018-08-29,21:28:41,01:11:06,27,492,11
2017-12-29,18:47:48,03:40:21,16,226,88
2017-03-18,13:55:28,08:21:22,19,245,49
2016-04-07,05:53:04,05:54:30,17,344,11
2019-06-25,00:23:43,23:59:36,37,486,99
2017-05-23,01:34:34,18:46:27,33,411,90
2017-08-16,16:59:10,19:37:39,25,453,59
2016-08-29,13:25:46,12:09:02,19,485,8
2019-07-03,13:32:20,18:08:33,34,378,93
2016-03-19,17:20:05,22:38:38,34,216,28
2018-01-29,22:08:33,16:12:12,21,422,83
2016-01-26,22:49:53,02:06:47,31,245,42
2018-10-03,20:27:29,10:25:18,18,395,45
2018-03-24,02:13:51,08:07:08,17,388,74
2017-09-18,04:42:41,12:59:15,29,382,99
2016-09-03,11:18:50,07:48:38,30,423,77
2017-08-01,02:04:54,09:38:22,35,439,52
2017-02-06,07:40:20,11:46:45,36,371,31
2017-10-01,06:19:36,22:50:04,21,277,18
2017-05-02,00:10:12,08:17:53,23,243,28
2019-03-03,06:04:51,09:07:39,37,294,64
2019-06-06,02:14:18,21:11:37,24,383,2
2015-11-09,13:00:00,00:48:12,38,426,84
2016-10-09,02:56:48,03:52:03,32,399,95
2017-01-07,18:59:40,09:55:12,20,410,78
2018-10-22,13:41:16,04:28:47,33,223,4
2016-03-31,07:02:37,07:42:53,23,406,26
2019-08-21,05:45:39,18:23:10,29,392,55
2016-07-14,10:05:31,00:48:43,23,236,43
2017-12-10,10:10:27,09:47:53,30,235,76
2015-11-16,17:51:09,23:59:19,22,291,70
2016-07-10,17:55:26,22:06:40,17,383,18
2016-04-12,00:41:44,21:04:30,28,308,28
2019-11-10,23:53:18,13:05:25,38,370,46
2018-12-26,04:19:46,05:36:40,16,324,5
2016-04-22,19:06:02,18:40:50,20,310,3
2015-11-28,10:55:02,16:04:40,36,500,13
2016-12-18,13:47:33,08:15:01,33,467,27
2019-08-06,17:10:53,13:36:29,37,358,51
2018-07-06,23:52:31,05:10:28,34,309,75
2017-04-15,22:33:25,21:44:16,35,431,98
2018-06-29,09:37:39,10:55:19,33,211,28
2017-06-18,21:15:33,22:45:29,21,307,72
2019-10-25,14:24:05,07:31:45,35,491,43
2017-07-19,20:30:17,12:39:54,35,348,33
2016-10-13,06:47:27,04:49:30,25,391,72
2017-02-08,15:21:19,04:09:17,24,224,52
2019-07-15,15:14:35,21:55:10,24,230,5
2018-05-28,18:03:51,07:25:05,20,309,47
2016-03-20,04:27:48,13:33:49,35,498,44
2018-03-12,11:57:18,09:22:54,26,201,62
2018-12-08,19:44:30,12:20:32,19,429,26
2017-04-12,10:40:54,23:55:54,28,388,44
2016-02-08,18:41:29,16:51:12,33,348,31
2017-04-06,03:37:54,16:06:08,25,323,68
2018-07-05,23:41:31,02:34:28,17,364,28
2017-01-19,16:39:59,14:57:32,32,219,63
2016-09-28,10:27:46,19:32:25,32,274,7
2019-01-10,05:00:59,08:36:19,31,395,82
2017-10-30,10:47:20,13:20:03,30,271,13
2017-05-18,17:33:45,16:07:46,30,452,42
2018-12-31,08:56:13,16:46:09,34,357,89
2018-02-09,06:57:35,15:06:02,24,360,76
2016-12-11,15:43:40,16:59:47,26,328,64
2017-10-27,12:57:39,17:38:27,32,407,24
2019-07-15,19:45:18,05:44:34,22,304,6
2017-09-19,14:06:49,09:49:21,25,297,76
2017-01-30,12:48:36,04:47:32,24,452,42
2016-04-14,10:03:03,15:11:43,17,226,96
2019-02-01,11:29:09,20:51:05,26,470,50
2019-06-22,00:55:29,22:48:15,22,463,62
2017-11-24,03:52:34,12:49:16,20,210,6
2016-11-18,10:21:02,06:14:13,16,376,59
2018-06-09,14:05:57,18:24:27,32,446,83
2019-06-21,11:48:39,07:55:53,33,433,75
2018-04-22,18:08:43,00:07:19,23,375,26
2019-03-26,19:15:14,04:07:32,26,430,23
2019-08-29,14:44:30,08:08:13,18,483,51
2016-03-08,20:40:39,14:11:34,29,251,89
2016-08-16,13:42:04,16:08:05,36,215,18
2016-08-24,06:29:35,10:29:29,17,277,40
2018-09-02,02:21:35,16:45:39,18,345,6
2016-02-06,05:27:47,08:15:07,20,363,86
2017-09-13,07:29:27,14:01:31,23,493,39
2018-07-01,10:12:12,07:35:30,31,331,48
2016-09-11,06:02:54,04:39:06,35,306,52
2016-05-30,05:19:34,13:03:52,37,301,81
2015-11-30,03:33:24,19:51:07,16,217,91
2019-05-05,10:55:01,22:24:04,22,456,53
2017-09-22,05:41:49,05:14:29,21,233,48
2017-06-26,21:32:53,23:31:42,22,459,9
2016-06-22,10:18:22,17:03:51,21,412,30
2016-01-01,06:29:19,20:52:36,20,393,69
2017-07-31,13:27:17,15:35:53,17,344,29
2017-11-25,16:33:22,14:19:28,38,422,89
2016-02-18,23:01:17,07:49:41,25,288,39
2016-11-16,07:28:46,07:17:27,31,320,41
2015-12-25,15:43:36,00:49:17,28,379,25
2016-11-13,02:25:43,21:46:56,30,217,11
2017-05-20,16:20:13,14:58:47,27,313,13
2018-08-09,11:16:36,01:23:26,23,269,97
2018-06-06,01:38:47,05:30:32,25,249,6
2017-09-06,05:49:50,22:54:16,38,493,84
2016-03-12,04:21:59,09:05:30,36,472,27
2019-08-28,17:40:42,08:37:48,31,219,10
2017-02-23,06:03:45,07:19:45,33,444,74
2016-11-07,18:11:04,11:38:50,31,383,68
2019-05-02,13:53:11,09:47:35,26,308,89
2019-05-02,23:57:49,00:07:23,21,235,97
2019-08-02,17:04:11,11:53:18,22,309,78
2015-11-30,05:48:20,18:19:21,23,403,15
2018-01-13,05:08:09,05:48:36,23,424,6
2018-01-15,18:35:16,09:52:50,38,291,42
2018-03-27,10:20:10,21:41:06,28,452,91
2017-08-02,16:30:05,09:21:16,30,495,56
2019-10-07,03:59:44,02:43:15,20,370,38
2016-09-16,03:27:11,10:23:25,38,479,54
2019-07-17,01:36:35,10:08:54,16,209,20
2016-12-04,02:09:14,17:31:02,17,388,26
2016-10-10,23:48:34,16:47:34,26,398,14
2019-10-26,23:18:45,15:45:48,16,431,87
2018-08-19,09:36:48,05:12:30,23,437,68
2017-07-25,18:51:23,22:45:33,38,374,67
2016-01-09,15:22:02,21:42:46,24,323,77
2019-01-31,15:49:23,02:01:30,30,353,12
2017-12-18,05:36:38,23:03:07,31,241,42
2016-09-16,03:25:44,22:20:28,21,395,91
2017-08-09,02:34:40,18:34:50,36,239,13
2016-08-28,07:42:19,13:07:26,32,258,5
2019-09-25,11:39:31,12:22:51,25,368,43
2016-04-10,23:44:28,00:40:10,37,261,11
2016-02-20,20:24:46,10:26:42,29,460,27
2016-07-20,02:33:57,11:29:39,29,491,32
2018-05-28,07:06:12,20:41:13,23,450,16
2017-11-23,19:04:12,16:09:50,24,307,48
2019-09-16,07:59:00,14:28:26,35,421,59
2019-06-25,16:06:07,08:48:16,24,312,19
2017-07-01,00:17:32,14:14:30,27,382,31
2017-07-08,10:49:51,22:33:29,20,255,6
2019-07-13,04:56:33,11:34:15,32,479,22
2016-03-01,21:45:12,11:11:05,25,473,54
2019-05-22,03:34:17,12:47:11,36,430,1
2019-03-06,19:00:53,02:57:29,16,207,17
2019-05-02,05:14:14,17:40:36,34,204,100
2018-08-22,20:51:23,07:07:16,30,462,3
2017-08-17,03:02:44,20:24:40,31,493,66
2015-12-30,19:45:09,09:07:31,29,308,54
2015-12-10,01:08:11,15:53:08,36,320,63
2017-08-02,10:14:13,21:10:57,31,419,16
2019-04-26,13:45:58,18:48:38,34,286,39
2017-07-15,22:17:10,02:28:41,16,322,74
2017-07-19,20:24:27,19:41:36,24,210,95
2017-02-28,09:26:16,06:13:19,17,324,27
2019-02-12,08:19:32,21:54:11,18,386,69
2017-09-02,22:26:24,18:01:29,27,424,100
2018-01-16,14:32:24,11:31:24,16,328,32
2016-12-21,14:43:21,17:54:16,20,418,80
2016-01-31,17:09:15,04:00:56,20,315,46
2017-06-13,04:21:20,11:56:43,16,234,25
2017-10-21,18:52:18,07:35:25,26,349,41
2016-07-21,02:38:20,15:13:43,26,336,19
2015-12-15,20:26:13,06:04:24,20,432,77
2018-01-10,03:03:58,14:53:30,33,294,60
2017-05-03,02:23:54,17:43:03,17,275,82
2018-06-04,09:27:23,08:35:50,24,256,85
2016-06-28,14:35:05,00:24:04,19,228,23
2019-10-31,22:40:23,14:21:09,28,375,97
2016-10-04,18:04:14,21:04:18,16,297,31
2018-06-23,18:08:41,17:46:20,25,326,44
2017-12-06,16:23:59,03:18:36,20,264,26
2019-01-07,21:07:27,17:16:07,37,339,55
2016-09-27,06:50:09,02:32:08,31,463,37
2018-05-21,15:15:55,22:58:22,24,394,11
2017-08-19,17:34:52,20:36:51,16,497,45
2019-01-04,04:33:09,10:45:09,20,368,63
2018-01-18,02:39:53,22:55:01,38,339,40
2017-10-28,21:05:21,06:22:07,28,340,41
2018-04-30,16:22:30,05:39:14,17,328,12
2018-10-31,05:46:11,17:39:09,33,431,34
2017-01-08,18:31:13,14:02:59,24,440,70
2016-03-05,17:40:39,09:41:07,22,211,10
2016-12-03,21:23:55,12:23:24,32,366,45
2016-12-15,20:12:25,08:41:11,20,498,73
2017-02-17,12:41:02,23:40:15,30,312,18
2018-04-14,10:36:46,17:07:00,23,332,51
2016-11-30,06:53:34,19:21:56,33,285,19
2018-05-11,10:45:32,17:11:55,37,500,30
2018-03-07,14:18:13,09:45:42,23,426,43
2016-01-13,22:22:55,22:25:33,36,430,63
2017-09-13,07:45:06,12:06:24,25,227,93
2018-07-25,22:36:51,09:41:47,36,302,22
2016-06-01,21:02:48,19:20:34,35,380,12
2018-05-18,16:51:21,21:13:20,28,328,58
2019-05-10,03:24:38,11:01:58,27,323,71
2016-02-28,14:13:18,23:47:11,29,233,91
2016-09-04,15:54:32,09:34:35,29,380,74
2019-09-30,05:40:33,02:09:34,32,400,82
2018-01-19,06:52:40,22:11:14,31,264,70
2017-07-24,19:57:15,23:27:46,25,291,42
2017-09-10,18:19:11,19:55:19,27,226,85
2016-09-12,12:28:42,16:27:28,32,270,99
2019-10-31,04:22:13,12:58:08,37,397,85
2017-08-11,05:30:22,18:13:29,21,307,31
2018-08-09,05:29:18,02:21:06,32,352,22
2016-02-25,20:19:17,17:17:35,33,278,66
2016-09-22,20:13:44,03:47:02,24,436,40
2018-08-09,15:12:49,14:00:27,38,239,42
2016-04-23,07:46:59,09:57:12,26,377,50
2016-07-11,20:07:23,21:28:42,26,355,46
2018-01-06,06:08:22,14:13:33,34,456,4
2019-09-07,21:15:40,17:31:06,26,365,18
2016-08-12,07:15:51,16:20:43,31,472,83
2019-06-15,21:53:14,11:58:34,29,456,78
2017-05-24,13:34:31,03:31:04,23,345,68
2018-07-22,04:49:18,05:56:47,21,312,38
2017-03-19,03:41:02,12:15:47,37,357,14
2018-09-26,08:08:10,01:21:40,16,383,71
2018-02-19,07:10:14,21:19:17,36,252,86
2019-01-22,03:56:54,04:11:38,22,436,31
2017-12-23,23:26:28,08:58:47,31,339,11
2018-03-22,09:48:51,18:25:31,19,245,40
2016-08-18,11:59:17,19:16:54,30,339,53
2018-07-20,15:32:35,11:05:41,25,201,81
2016-03-22,05:18:29,14:03:18,22,311,18
2016-03-22,09:28:24,23:50:58,21,338,50
2016-12-09,11:11:15,07:32:58,28,414,31
2016-11-26,03:23:30,11:36:20,30,359,25
2017-05-25,04:30:46,20:36:03,23,431,99
2019-11-18,05:18:40,12:16:47,29,298,54
2016-10-29,17:24:53,20:19:18,20,439,8
2018-04-03,06:38:05,15:46:46,30,307,9
2018-09-24,01:00:33,04:23:26,28,415,11
2018-05-10,10:46:27,16:42:29,23,431,31
2019-06-07,04:05:06,09:53:49,24,453,69
2017-08-18,08:29:19,06:37:33,16,494,21
2018-01-05,22:41:49,10:40:09,35,304,22
2016-10-14,20:20:55,00:57:12,16,336,50
2018-10-22,10:15:27,18:59:40,37,291,78
2018-03-13,04:16:04,11:49:27,32,266,51
2018-11-06,10:40:23,01:27:42,29,270,21
2017-06-18,23:50:09,15:30:19,23,303,29
2018-01-09,10:01:07,04:12:47,32,360,19
2016-08-10,00:44:09,18:41:32,16,276,39
2018-07-30,04:07:08,02:19:15,18,288,32
2017-03-06,05:37:45,05:21:40,35,259,98
2018-10-29,11:44:29,03:24:29,16,355,90
2019-06-06,18:51:36,03:21:05,30,296,63
2018-02-25,07:24:42,01:25:30,36,287,34
2019-03-20,18:12:40,15:51:18,24,281,51
2018-04-02,21:03:27,09:02:32,36,214,87
2017-04-18,17:27:20,00:20:15,28,369,39
2017-01-10,10:40:52,10:47:58,30,417,52
2019-10-07,01:12:57,09:19:49,37,452,7
2019-05-08,06:47:03,11:54:24,32,263,47
2017-04-22,02:07:27,08:59:21,25,437,26
2016-11-11,06:37:42,12:25:09,24,436,36
2019-07-01,11:37:36,07:41:47,27,240,5
2019-11-11,22:06:58,17:50:38,22,348,98
2016-05-17,11:55:30,16:28:44,28,331,81
2018-06-04,05:03:22,13:12:04,27,439,58
2016-04-28,13:11:12,06:57:06,24,347,7
2016-10-11,03:11:11,08:11:27,36,368,93
2019-06-22,16:53:23,18:59:28,31,324,54
2016-11-16,09:59:34,01:04:50,23,234,67
2018-08-11,18:46:45,19:18:51,17,424,8
2015-12-28,06:21:33,18:33:38,25,449,80
2019-09-10,16:09:15,13:44:00,34,348,62
2017-12-06,00:30:43,19:27:11,34,276,39
2018-09-10,01:02:36,20:15:45,28,313,45
2016-07-11,19:01:30,06:41:18,23,217,21
2018-07-31,13:07:03,02:53:03,30,244,12
2019-01-06,00:35:37,03:12:44,24,320,85
2017-02-15,14:20:52,18:00:31,18,488,27
2016-02-27,20:30:11,05:42:31,32,414,48
2019-04-24,22:14:16,04:21:58,24,305,64
2016-11-14,19:32:33,07:22:16,19,464,42
2018-09-24,04:08:35,12:12:20,24,413,12
2017-10-31,18:32:03,21:33:21,16,469,37
2018-08-01,01:43:12,00:03:17,19,401,10
2017-04-04,07:37:56,23:54:50,28,422,45
2015-12-13,23:16:38,22:19:41,33,297,78
2016-12-11,23:47:02,14:15:21,20,358,98
2019-10-21,04:26:11,15:26:59,24,429,18
2019-07-12,05:31:02,12:35:04,17,256,68
2016-04-09,17:11:41,23:42:58,21,396,87
2016-03-01,00:45:38,08:23:05,16,476,28
2016-04-08,02:17:01,18:33:06,34,315,9
2018-08-06,02:12:34,08:11:38,17,242,84
2016-02-05,00:59:12,03:49:38,19,446,49
2017-02-01,09:52:07,21:25:11,28,240,67
2016-07-19,08:08:08,01:28:43,26,455,32
2017-05-08,23:27:16,19:30:01,36,423,22
2018-06-14,15:35:41,15:09:11,21,499,4
2016-03-17,10:50:10,12:49:55,22,392,8
2016-08-04,15:31:15,20:48:26,17,426,19
2016-06-28,13:49:44,14:28:42,36,294,55
2015-12-07,03:07:21,22:27:10,34,209,69
2017-10-17,20:46:04,10:11:01,25,325,97
2019-07-06,16:38:34,11:50:04,31,402,96
2016-04-13,07:58:19,01:04:31,25,363,97
2019-10-16,12:35:51,12:52:42,28,311,72
2017-05-05,10:03:01,19:39:13,36,431,32
2017-06-22,01:22:14,03:08:40,27,370,99
2019-10-27,00:57:08,08:04:18,22,300,82
2016-05-01,09:56:15,21:03:33,18,402,52
2018-09-12,22:31:41,22:28:19,32,388,61
2019-01-17,01:25:01,00:21:07,30,279,98
2016-12-09,08:25:19,04:40:31,22,392,21
2016-09-04,13:57:53,02:28:02,25,304,40
2018-07-24,19:08:33,15:21:17,31,436,12
2017-04-24,11:55:17,00:00:34,23,413,64
2019-01-11,11:37:49,17:37:16,16,285,19
2018-10-20,16:07:42,19:58:08,18,464,82
2017-01-26,09:07:38,00:57:39,25,300,30
2016-02-15,09:09:56,13:16:40,28,305,21
2016-09-28,02:39:00,09:59:21,31,406,66
2018-10-28,02:07:29,10:00:20,19,500,70
2019-06-09,03:31:53,22:34:26,27,386,30
2019-07-31,03:26:50,11:55:17,35,482,29
2018-01-15,06:18:15,19:26:29,19,362,72
2018-04-02,05:40:58,23:02:00,28,381,59
2019-05-24,16:29:21,21:53:42,21,403,57
2017-05-12,20:34:46,17:05:10,24,400,82
2016-04-15,00:05:39,00:30:55,27,425,65
2017-06-09,22:15:29,09:45:17,33,330,8
2019-09-29,08:26:23,19:28:01,27,257,12
2016-10-14,08:18:58,07:51:00,37,489,44
2019-02-09,09:03:23,05:26:41,33,313,97
2018-09-30,13:47:29,07:13:28,20,300,98
2018-11-23,12:20:12,13:10:36,23,279,24
2019-05-21,11:00:45,18:58:49,32,359,15
2018-11-04,13:08:32,03:38:08,26,461,45
2017-05-14,05:40:03,13:41:11,35,455,84
2019-04-28,19:54:39,03:57:11,21,287,66
2019-06-29,13:30:19,00:45:09,20,368,81
2018-09-20,11:27:00,12:26:16,23,392,46
2018-08-01,22:24:27,17:14:14,24,215,97
2019-08-05,02:32:30,20:34:48,29,249,85
2019-01-28,00:03:16,02:52:31,27,298,74
2018-01-18,06:43:00,08:17:00,22,377,71
2016-10-09,20:35:23,12:24:24,37,308,80
2019-02-19,14:47:01,05:11:57,21,308,18
2016-08-15,20:01:23,20:57:40,31,465,8
2019-04-29,16:40:56,21:32:49,22,376,82
2018-03-08,04:10:46,22:44:51,20,418,15
2016-07-14,13:30:46,08:38:18,25,219,84
2019-01-13,14:44:47,02:29:24,29,361,31
2017-04-25,22:27:17,21:45:24,31,427,92
2018-10-18,12:15:32,12:07:33,17,215,8
2018-03-03,08:22:24,22:53:58,30,453,1
2018-09-05,15:00:08,02:16:53,28,293,19
2018-05-28,08:14:14,17:50:02,35,398,29
2017-12-28,23:28:32,16:24:43,32,348,1
2017-01-08,08:48:56,00:11:27,19,235,5
2017-07-12,11:19:08,08:57:59,25,345,77
2017-03-14,00:00:00,20:11:12,36,278,22
2016-08-28,17:44:00,03:06:38,38,263,27
2018-01-22,16:32:46,08:44:17,33,430,95
2019-04-18,04:17:19,21:00:51,29,336,45
2018-12-17,11:54:51,10:35:46,34,387,16
2018-08-29,23:37:02,00:38:33,32,238,65
2017-12-19,22:23:58,22:02:15,33,352,74
2017-06-29,18:08:15,06:43:03,23,348,25
2016-01-04,22:24:10,11:34:35,20,494,37
2015-12-09,20:44:16,03:43:44,21,201,89
2019-04-04,14:20:42,22:22:10,37,404,35
2016-06-30,05:27:15,05:25:12,34,362,27
2016-10-19,04:25:46,12:46:38,17,215,32
2018-05-20,20:40:44,15:35:54,21,354,23
2015-12-31,11:19:13,15:48:48,21,288,51
2016-11-01,01:01:37,14:22:28,29,346,69
2016-01-03,06:10:52,16:51:22,25,358,51
2019-02-21,22:16:36,09:56:26,37,499,74
2019-10-07,19:53:01,23:56:03,19,369,2
2016-02-09,12:42:43,05:59:04,23,390,78
2019-11-02,21:23:09,10:55:56,21,297,36
2017-12-08,02:22:03,15:47:49,31,289,64
2016-07-13,15:36:07,16:39:51,34,470,16
2017-03-02,12:27:43,13:37:02,22,252,78
2016-12-14,05:09:41,14:01:20,31,374,6
2017-08-07,11:07:16,00:23:23,17,485,95
2017-04-18,00:37:04,11:18:25,29,434,49
2016-06-09,20:06:46,02:13:35,21,209,53
2018-05-26,23:48:04,07:02:34,31,225,20
2017-11-29,01:06:32,08:59:51,16,343,4
2017-02-12,09:37:29,09:35:05,35,443,20
2016-01-23,11:44:55,00:20:48,20,324,21
2019-02-06,12:06:57,19:44:07,23,290,95
2016-12-23,14:37:18,22:43:10,22,449,91
2018-07-04,09:59:36,17:06:28,23,204,36
2018-11-29,13:27:19,09:04:46,37,390,43
2017-03-01,04:52:50,03:27:41,25,286,100
2016-04-02,17:22:59,01:17:24,24,419,64
2018-05-19,22:37:16,12:39:29,38,478,39
2016-12-27,18:00:12,20:21:50,22,383,1
2019-04-02,04:45:35,16:58:09,22,305,21
2016-02-11,05:33:43,04:50:01,31,205,64
2018-11-25,19:04:35,03:42:40,18,367,72
2017-05-09,21:08:27,01:13:24,35,224,64
2018-12-27,03:24:02,09:16:23,34,380,75
2015-11-11,21:34:02,04:58:49,31,362,22
2018-03-21,06:26:26,14:33:05,27,319,91
2018-12-31,14:34:27,02:13:02,26,442,65
2016-06-03,06:08:23,13:26:22,30,440,28
2016-04-09,17:55:01,11:01:50,24,322,23
2019-03-07,19:34:47,05:57:47,36,468,59
2015-11-27,19:48:51,12:35:33,35,223,43
2019-04-10,10:35:01,05:50:44,38,332,20
2019-03-26,07:18:44,13:49:45,25,487,45
2017-03-26,12:11:31,08:52:10,22,422,66
2018-03-13,08:06:12,08:08:42,19,329,85
2017-03-05,04:51:38,00:08:09,20,205,54
2018-09-16,16:38:54,09:17:06,38,321,61
2017-03-18,02:08:18,20:20:45,30,338,82
